Skyline College,,,,Open Classes,Fall 2022,-,,,,,,8/6/2022,4:34:04,AM,
97650,SJS,110,AA,Intro to Social Justice Studie,08/18-12/08,TR,0810 - 0925,"Popal, Mohammad M",3,,2-12,120,,,
96672,SJS,110,OLH,Intro to Social Justice Studie,08/17-12/17,,-,"Popal, Mohammad M",3,,2-ONLN,0,Y,,
97249,SJS,130,OLH,Intro to LGBTQ Studies,08/17-12/17,,-,"Amunrud, Megan Katherine",3,,2-ONLN,0,Y,,
97250,SJS,140,OSH,Hip Hop Culture and Politics,10/17-12/17,,-,"Staff,",3,,2-ONLN,0,Y,,
92020,SOCI,100,AA,Introduction to Sociology,08/18-12/08,TR,0935 - 1050,"Matheny, Kaylee Tuggle",3,3,2-12,120,,,
97727,SOCI,100,AB,Introduction to Sociology,08/17-12/07,MW,0935 - 1050,"Matheny, Kaylee Tuggle",3,,2-08,8308,,,
95784,SOCI,100,OLH,Introduction to Sociology,08/17-12/17,,-,"Murajda, Tricia A",3,,2-ONLN,0,Y,,
95633,SOCI,100,ONH,Introduction to Sociology,08/17-12/17,,-,"Murajda, Tricia A",3,,2-ONLN,0,Y,,
97088,SOCI,100,OSH,Introduction to Sociology,10/17-12/17,,-,"Matheny, Kaylee Tuggle",3,,2-ONLN,0,Y,,
96287,SOCI,105,OLH,Contemporary Social Issues,08/17-12/17,,-,"Matheny, Kaylee Tuggle",3,,2-ONLN,0,Y,,
92427,SOCI,110,OLH,"Courtship, Marriage & Family",08/17-12/17,,-,"Lynn, William D.",3,,2-ONLN,0,Y,,
91230,SOCI,110,OXH,"Courtship, Marriage & Family",08/17-12/17,,-,"Lynn, William D.",3,,2-ONLN,0,Y,,
94687,SOCI,141,OLH,Race and Ethnicity,08/17-12/17,,-,"Murajda, Tricia A",3,,2-ONLN,0,Y,,
97698,SOSC,B10,OLH,Public Health Policy,10/17-12/16,,-,"Staff,",3,,2-ONLN,0,Y,,
97637,SPAN,110,HA,Elementary Spanish,08/17-12/09,MWF,1010 - 1100,"Castro, Luciana Teresa",5,,2-07,7109,Y,,
97637,SPAN,110,HA,Elementary Spanish,08/17-12/09,,-,"Castro, Luciana Teresa",5,,2-ONLN,0,Y,,
97708,SPAN,110,HJ,Elementary Spanish,08/17-12/17,M,1830 - 2055,"Gazulla Garanto, Juan Car",5,,2-08,8319,Y,,
97708,SPAN,110,HJ,Elementary Spanish,08/17-12/17,,-,"Gazulla Garanto, Juan Car",5,,2-ONLN,0,Y,,
97709,SPAN,120,HA,Advanced Elementary Spanish,08/17-12/09,MWF,1110 - 1200,"Castro, Luciana Teresa",5,,2-07,7109,Y,,
97709,SPAN,120,HA,Advanced Elementary Spanish,08/17-12/09,,-,"Castro, Luciana Teresa",5,,2-ONLN,0,Y,,
97473,SPAN,160,OLH,Readings in Lit. in Spanish,08/18-12/17,,-,"Castro, Luciana Teresa",5,,2-ONLN,0,Y,,
97710,SPAN,220,HX,Spanish for Spanish Speakers I,08/17-12/09,W,1210 - 1335,"Castro, Luciana Teresa",5,,2-07,7109,Y,,
97710,SPAN,220,HX,Spanish for Spanish Speakers I,08/17-12/09,,-,"Castro, Luciana Teresa",5,,2-ONLN,0,Y,,
97711,SPAN,230,HX,SPAN for Spanish Speakers II,08/17-12/09,W,1210 - 1335,"Castro, Luciana Teresa",5,,2-07,7109,Y,,
,,,,,,,36,of,38,,,,,,
,,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,,Bldg,Room,,,
,,,,,,,,,,,,Based,Asst,Comm,
97711,SPAN,230,HX,SPAN for Spanish Speakers II,08/17-12/09,,-,"Castro, Luciana Teresa",5,,2-ONLN,0,Y,,
91364,SURG,446,AZH,Clinical Practice for CST,08/17-12/09,MTWRF,-,"Patel, Jignesh Pravin",4,,2-TBA,0,,,
94201,TEAM,111.1,AX,Basketball I,08/17-12/09,MWF,1010 - 1100,"Piergrossi, Justin D",1,1,2-03,3200,,,
94202,TEAM,111.1,BX,Basketball I,08/17-12/09,MWF,1110 - 1200,"Piergrossi, Justin D",1,1,2-03,3200,,,
94204,TEAM,111.2,AX,Basketball II,08/17-12/09,MWF,1010 - 1100,"Piergrossi, Justin D",1,1,2-03,3200,,,
94205,TEAM,111.2,BX,Basketball II,08/17-12/09,MWF,1110 - 1200,"Piergrossi, Justin D",1,1,2-03,3200,,,
94207,TEAM,111.3,AX,Basketball III,08/17-12/09,MWF,1010 - 1100,"Piergrossi, Justin D",1,1,2-03,3200,,,
94208,TEAM,111.3,BX,Basketball III,08/17-12/09,MWF,1110 - 1200,"Piergrossi, Justin D",1,1,2-03,3200,,,
95322,TEAM,111.4,AX,Basketball IV,08/17-12/09,MWF,1010 - 1100,"Piergrossi, Justin D",1,1,2-03,3200,,,
95323,TEAM,111.4,BX,Basketball IV,08/17-12/09,MWF,1110 - 1200,"Piergrossi, Justin D",1,1,2-03,3200,,,
94210,TEAM,132.1,BX,Flag Football I,08/18-12/08,TR,1110 - 1225,"Saucedo, Gabriel Anselmo",1,1,2-03,SF1,,,
94211,TEAM,132.2,BX,Flag Football II,08/18-12/08,TR,1110 - 1225,"Saucedo, Gabriel Anselmo",1,1,2-03,SF1,,,
94212,TEAM,132.3,BX,Flag Football III,08/18-12/08,TR,1110 - 1225,"Saucedo, Gabriel Anselmo",1,1,2-03,SF1,,,
95366,TEAM,188,JO,Volleyball Theory. Defense,08/08-08/24,,-,"Mauricio, Encarnilo Canie",1.5,1.5,2-03,3104,,,
95366,TEAM,188,JO,Volleyball Theory. Defense,08/08-08/24,,-,"Mauricio, Encarnilo Canie",1.5,1.5,2-03,3200,,,
91962,TEAM,192,AO,"Men's Basketball Theory, Defen",08/17-09/30,,-,"Piergrossi, Justin D",2,2,2-03,3104,,,
91962,TEAM,192,AO,"Men's Basketball Theory, Defen",08/17-09/30,,-,"Piergrossi, Justin D",2,2,2-03,3200,,,
94795,TEAM,194,KO,"Women's Basketball Theory, Def",08/17-09/30,,-,"Watters, Christopher John",2,2,2-03,3104,,,
94795,TEAM,194,KO,"Women's Basketball Theory, Def",08/17-09/30,,-,"Watters, Christopher John",2,2,2-03,3200,,,
96379,TEAM,196,JO,Men's Soccer Theory. Defense,08/08-08/24,,-,"Saucedo, Gabriel Anselmo",1.5,1.5,2-03,C,,,
96379,TEAM,196,JO,Men's Soccer Theory. Defense,08/08-08/24,,-,"Saucedo, Gabriel Anselmo",1.5,1.5,2-03,SF1,,,
96378,TEAM,198,JO,Women's Soccer Theory. Defense,08/08-08/24,,-,"Sharabi, Moshe M",1.5,1.5,2-03,C,,,
96378,TEAM,198,JO,Women's Soccer Theory. Defense,08/08-08/24,,-,"Sharabi, Moshe M",1.5,1.5,2-03,SF2,,,
91155,VARS,150,BO,Varsity Soccer,08/25-12/17,,-,"Saucedo, Gabriel Anselmo",3,,2-03,SF1,,,
91156,VARS,200,KO,Varsity Wrestling,09/01-12/17,,-,"Haddon, James N",3,,2-03,3106,,,
95370,VARS,300,JO,Vars. Women's Basketball,10/01-12/17,,-,"Watters, Christopher John",1.5,1.5,2-03,3200,,,
91158,VARS,340,KO,Vars. Women's Volleyball,08/22-12/09,,-,"Mauricio, Encarnilo Canie",3,3,2-03,3200,,,
,,,,,,,37,of,38,,,,,,
,,,,,,,,,,,Web,Web,Hybrid,Learn
CRN,Subj,Crse,Sec,Title,Dates,Days,Time,Instructor,Units,Bldg,Room,,,
,,,,,,,,,,,Based,Asst,Comm,
91159,VARS,360,BO,Varsity Women's Soccer,08/25-12/17,T,-,"Sharabi, Moshe M",3,,,,,
91159,VARS,360,BO,Varsity Women's Soccer,08/25-12/17,,-,"Sharabi, Moshe M",3,2-03,SF2,,,
96559,WELL,707,OLH,Foundations of Aromatherapy...,08/17-12/17,,-,"Wimmer, Ronda R",2,2-ONLN,0,Y,,
97682,WELL,710,OLH,Clinical Kinesiology/Applied..,08/17-12/17,,-,"Wimmer, Ronda R",3,2-ONLN,0,Y,,
97695,WELL,716,OLH,Foundations-Health&Well-Being,08/17-12/17,,-,"Wimmer, Ronda R",3,2-ONLN,0,Y,,
97268,WELL,718,OLH,Stress Management Techniques,08/17-12/17,,-,"Egan, Catherine Phyllis",3,2-ONLN,0,Y,,
97683,WELL,723,OSH,Ayurvedic Aromatherapy,10/17-12/10,,-,"Wimmer, Ronda R",1,2-ONLN,0,Y,,
95021,WELL,725,OLH,Consciousness/Intnt/Meditation,08/17-12/17,,-,"Wimmer, Ronda R",3,2-ONLN,0,Y,,
95926,WELL,742,OLH,Herbal/Botanical Med/Ethnobot,08/17-12/17,,-,"Egan, Catherine Phyllis",3,2-ONLN,0,Y,,
97696,WELL,743,OLH,Holistic Nutrition/Functional,08/17-12/17,,-,"Wimmer, Ronda R",3,2-ONLN,0,Y,,
,,,,,,,38,of,38,,,,,
